track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%
Just Wanna Rock,Lil Uzi Vert,1,2022,10,17,3995,13,457184829.00,72,27,150,B,Major,49,4,55,7,0,6,3
Something in the Orange,Zach Bryan,1,2022,4,22,3282,12,449701773.00,67,84,110,G,Major,59,22,38,42,0,12,3
Murder In My Mind,Kordhell,1,2022,1,21,2459,20,448843705.00,20,68,120,A#,Major,71,57,97,1,0,13,11
Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,1,2022,5,6,4576,0,448500832.00,79,13,160,G#,Minor,80,74,60,8,0,14,26
Calm Down,R,1,2022,2,9,4013,10,445763624.00,107,44,107,B,Major,81,82,78,38,0,12,4
Midnight Rain,Taylor Swift,1,2022,10,21,2612,4,433356509.00,19,29,140,,Major,64,18,37,72,0,12,7
Super Freaky Girl,Nicki Minaj,1,2022,8,12,4827,0,428685680.00,104,17,133,D,Major,95,91,89,6,0,31,24
Fuera del mercado,Danny Ocean,1,2022,2,17,2499,21,421365166.00,68,24,92,G#,Major,45,27,67,32,0,13,14
Un Ratito,Bad Bunny,1,2022,5,6,1112,6,417230415.00,7,30,93,,Minor,79,22,55,31,0,12,5
No Se Va,Grupo Frontera,1,2022,4,28,924,18,404887295.00,17,80,173,,Major,59,69,53,12,0,23,3
Karma,Taylor Swift,1,2022,10,21,3818,23,404562836.00,37,55,90,G#,Major,64,10,62,7,0,48,7
Un Coco,Bad Bunny,1,2022,5,6,1029,28,403231558.00,5,28,152,B,Major,84,74,69,21,0,18,6
Superhero (Heroes & Villains) [with Future & Chris Brown],Future,3,2022,12,2,2959,16,401036314.00,41,69,117,F,Minor,72,45,59,14,0,20,21
Snooze,SZA,1,2022,12,9,2839,25,399686758.00,58,156,143,F,Major,56,39,55,14,0,11,13
Ditto,NewJeans,1,2022,12,19,1154,22,397582059.00,28,125,134,F#,Minor,81,18,64,3,0,10,11
Is There Someone Else?,The Weeknd,1,2022,1,7,2881,6,391251368.00,13,89,135,A,Minor,70,60,58,4,0,16,3
Belly Dancer,BYOR,2,2022,2,18,5115,13,383835984.00,109,38,122,C#,Major,85,42,80,6,0,17,14
In The Stars,Benson Boone,1,2022,4,29,2224,8,382199619.00,48,40,78,A#,Major,36,30,54,34,0,14,5
Punto G,Quevedo,1,2022,11,4,1985,35,381161027.00,34,26,92,B,Minor,75,55,76,25,0,10,15
Monoton,Ozuna,2,2022,10,19,3645,15,380726517.00,118,34,132,,Minor,87,82,70,42,0,21,5
People,Libianca,1,2022,12,2,3506,56,373199958.00,105,64,198,A#,Minor,59,71,42,55,0,10,7
You Proof,Morgan Wallen,1,2022,5,13,2128,9,367814306.00,37,88,120,A,Major,73,64,85,25,0,61,3
Bebe Dame,Fuerza Regida,2,2022,12,16,849,22,367316268.00,27,129,157,G,Major,54,75,60,30,0,7,5
"Kesariya (From ""Brahmastra"")",Pritam,3,2022,7,17,292,6,366599607.00,26,98,94,,Major,58,44,57,57,0,10,3
Matilda,Harry Styles,1,2022,5,20,3218,3,366214458.00,29,10,114,D,Major,51,39,29,90,0,10,4
Hype Boy,NewJeans,1,2022,8,1,892,17,363472647.00,20,119,100,E,Minor,59,78,94,27,0,29,23
Vista Al Mar,Quevedo,1,2022,9,8,1769,34,362361576.00,16,19,105,,Minor,76,49,56,80,12,10,13
BREAK MY SOUL,Beyonc,1,2022,6,21,9724,0,354614964.00,222,61,115,C#,Minor,70,87,88,4,0,26,8
X LTIMA,Daddy Yankee,2,2022,3,25,2697,1,349746291.00,55,3,90,G,Major,81,59,83,9,0,11,5
Fingers Crossed,Lauren Spencer Smith,3,2022,1,5,2235,0,349585590.00,65,7,109,F,Major,60,45,47,62,0,31,5
"You're On Your Own, Kid",Taylor Swift,1,2022,10,21,2537,2,348647203.00,8,18,120,D,Major,69,40,39,41,0,13,6
CHORRITO PA LAS ANIMAS,Feid,1,2022,12,2,2321,36,345031710.00,29,65,96,G#,Minor,74,61,83,11,0,35,6
Andrea,Buscabulla,2,2022,5,6,1195,0,344055883.00,8,30,103,C#,Minor,80,45,62,76,0,10,38
she's all i wanna be,Tate McRae,1,2022,2,4,2711,0,343197054.00,105,12,160,D,Minor,61,65,64,1,0,12,4
Nonsense,Sabrina Carpenter,1,2022,7,15,2346,27,342897938.00,69,12,139,G#,Major,74,68,68,3,0,26,4
Out of Time,The Weeknd,1,2022,1,7,3711,0,339659802.00,49,88,93,,Minor,65,82,74,27,0,32,5
TV,Billie Eilish,1,2022,7,21,3009,2,338564981.00,68,89,141,E,Minor,41,9,25,84,1,14,4
Dos Mil 16,Bad Bunny,1,2022,5,6,892,3,338422004.00,10,24,130,C#,Major,82,50,67,12,0,13,5
Players,Coi Leray,1,2022,11,30,4096,6,335074782.00,118,48,105,F#,Major,95,62,52,3,0,5,16
Music For a Sushi Restaurant,Harry Styles,1,2022,5,20,4449,1,334733572.00,80,11,107,B,Major,72,36,72,26,6,11,4
La Llevo Al Cielo (Ft. engo F,Nengo Flow,4,2022,5,20,3559,3,333146475.00,36,1,170,A,Minor,80,77,85,11,0,17,14
STAR WALKIN' (League of Legends Worlds Anthem),Lil Nas X,1,2022,9,22,2616,0,332506354.00,113,17,142,D,Minor,64,31,72,15,0,9,5
cmo dormi,Rels B,1,2022,8,4,1452,35,331511413.00,16,15,126,C#,Major,63,56,43,24,0,12,23
Run BTS,BTS,1,2022,6,10,736,0,330881149.00,5,132,77,G#,Major,72,70,82,2,0,4,17
Bejeweled,Taylor Swift,1,2022,10,21,2699,0,328207708.00,39,35,164,G,Major,70,39,56,6,0,9,7
Sacrifice,The Weeknd,1,2022,1,7,4440,0,326792833.00,81,77,122,G,Major,70,91,79,3,0,7,10
10:35,Tisto,2,2022,11,1,4942,26,325592432.00,190,104,120,G#,Major,70,70,79,7,0,18,10
JGL,Luis R Conriquez,2,2022,2,18,782,9,323455692.00,15,33,113,G#,Major,70,97,59,55,0,27,12
Snow On The Beach (feat. Lana Del Rey),Taylor Swift,2,2022,10,21,2415,0,323437194.00,33,57,110,A,Major,66,19,32,69,0,12,4
Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],BTS,3,2022,11,20,889,20,323358833.00,11,78,115,,Major,71,34,88,16,0,44,4
GAT,Maldy,2,2022,8,25,3328,13,322336177.00,39,50,93,B,Minor,63,34,86,26,0,21,39
Ya No Somos Ni Seremos,Christian Nodal,1,2022,2,18,866,16,319757142.00,27,84,140,G,Major,59,73,45,44,0,34,3
Maan Meri Jaan,King,1,2022,10,12,288,6,319566866.00,11,80,96,F#,Minor,70,40,51,35,0,10,4
Otro Atardecer,Bad Bunny,2,2022,5,6,1681,7,319546754.00,10,30,108,D,Major,78,55,60,59,0,7,4
Maroon,Taylor Swift,1,2022,10,21,2304,0,317726339.00,12,16,108,G,Major,64,4,40,6,0,10,6
Yo No Soy Celoso,Bad Bunny,1,2022,5,6,1179,0,313113297.00,7,21,142,,Major,87,93,59,28,0,17,5
Satellite,Harry Styles,1,2022,5,20,3291,5,311482393.00,43,28,139,,Major,58,30,46,14,0,9,3
pushin P (feat. Young Thug),Young Thug,3,2022,1,7,3517,0,311395144.00,54,28,78,C#,Minor,77,49,42,1,1,13,19
Shirt,SZA,1,2022,10,28,3469,0,309653982.00,71,95,120,D#,Minor,82,55,45,15,3,9,10
Besos Moja2,Wisin & Yandel,2,2022,9,29,2460,13,309483971.00,53,7,94,F,Minor,74,64,73,6,0,10,6
ULTRA SOLO,Polima WestCoast,2,2022,2,14,1367,0,307752576.00,48,4,110,C#,Major,80,26,85,23,0,11,21
LOVE DIVE,IVE,1,2022,4,5,753,8,305771063.00,28,124,118,C#,Minor,70,54,71,0,0,33,4
Me Fui de Vacaciones,Bad Bunny,1,2022,5,6,1443,0,305650299.00,9,11,85,A#,Major,71,43,65,23,0,9,5
Gato de Noche,Nengo Flow,2,2022,12,22,2651,30,304118600.00,21,55,94,G#,Major,89,61,66,17,0,36,16
PUNTO 40,Baby Rasta,2,2022,9,22,3006,12,304079786.00,54,32,107,,Major,87,20,83,0,4,31,9
SPIT IN MY FACE!,ThxSoMch,1,2022,10,31,629,14,303216294.00,32,3,94,G#,Major,73,65,79,5,2,11,6
Yet To Come,BTS,1,2022,6,10,829,0,302006641.00,32,110,172,C#,Major,56,68,89,4,0,33,19
SPIT IN MY FACE!,ThxSoMch,1,2022,10,31,573,0,301869854.00,1,0,166,C#,Major,70,57,57,9,20,11,7
N95,Kendrick Lamar,1,2022,5,13,5542,0,301242089.00,52,16,140,D#,Minor,81,39,66,38,0,12,14
ANTIFRAGILE,LE SSERAFIM,1,2022,10,17,761,12,301051721.00,23,95,105,A#,Minor,88,82,80,8,0,11,8
Where Did You Go?,MNEK,2,2022,1,26,4531,0,300983101.00,135,74,127,A#,Major,77,53,78,19,0,29,4
Chale,Eden Mu,1,2022,2,18,695,11,299648208.00,16,41,189,G#,Major,55,86,44,40,0,7,4
Sweetest Pie,Dua Lipa,2,2022,3,11,3501,0,299634472.00,69,2,124,G,Major,81,68,63,17,0,10,22
LET GO,Central Cee,1,2022,12,15,2301,20,298063749.00,49,23,146,D,Minor,74,51,45,86,0,21,38
Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Rihanna,1,2022,10,28,3311,0,297328960.00,129,31,177,A,Major,25,17,30,90,0,13,3
Numb,Marshmello,2,2022,6,10,3879,2,295307001.00,107,76,120,,Minor,91,63,77,12,1,10,5
Siempre Pendientes,Peso Pluma,2,2022,8,15,685,5,295152154.00,15,79,136,,Major,77,71,75,33,1,13,4
CAIRO,Karol G,2,2022,11,13,2418,26,294352144.00,52,66,115,F,Minor,95,43,69,47,0,9,31
Last Last,Burna Boy,1,2022,5,12,4526,12,293466523.00,156,275,88,D#,Minor,80,55,56,13,0,8,9
ceilings,Lizzy McAlpine,1,2022,4,8,3242,9,293186992.00,67,55,148,A,Major,51,27,33,48,0,22,3
Mal Feito - Ao Vivo,Marlia Mendona,2,2022,1,14,971,2,291709698.00,35,104,124,,Minor,73,68,83,55,0,90,7
Daylight,Harry Styles,1,2022,5,20,2775,0,290833204.00,21,11,146,,Major,69,63,45,48,0,18,4
Ch y la Pizza,Fuerza Regida,2,2022,12,1,536,10,288101651.00,10,72,149,G#,Major,66,85,60,40,0,14,13
El Rescate,Grupo Marca Registrada,2,2022,7,22,527,4,287278853.00,10,43,99,G,Minor,79,64,59,28,0,11,14
Crazy What Love Can Do,David Guetta,3,2022,3,18,5290,0,286739476.00,139,73,123,E,Minor,60,46,71,3,0,16,4
Too Many Nights (feat. Don Toliver & with Future),Future,3,2022,12,2,2110,58,286400165.00,17,119,88,G,Minor,68,17,71,15,0,11,5
Nobody Gets Me,SZA,1,2022,12,9,2536,6,284908316.00,59,100,100,G,Major,36,28,28,81,0,18,3
How Do I Say Goodbye,Dean Lewis,1,2022,8,5,2163,15,284785823.00,72,97,82,G#,Major,40,39,64,21,0,7,7
Pasoori,Shae Gill,2,2022,2,6,349,6,284249832.00,10,22,92,B,Minor,71,67,60,7,0,6,4
Aguacero,Bad Bunny,1,2022,5,6,829,0,283359161.00,4,15,121,F#,Minor,86,67,65,42,0,35,7
Un Verano Sin Ti,Bad Bunny,1,2022,5,6,1004,1,283332261.00,8,12,188,F,Minor,50,41,50,69,0,12,6
Ensame ,Bad Bunny,1,2022,5,6,1112,3,279737940.00,7,25,105,G#,Major,81,77,79,19,0,47,8
ULTRA SOLO REMIX,De La Ghetto,5,2022,6,16,2341,0,279717388.00,37,2,110,C#,Major,91,59,82,8,0,6,8
Ferxxo 100,Feid,1,2022,6,3,1647,30,278920007.00,20,49,164,G#,Minor,70,58,57,25,0,15,7
BILLIE EILISH.,Armani White,1,2022,1,20,2537,0,277132266.00,49,1,100,C#,Major,90,75,50,11,0,9,26
Trance (with Travis Scott & Young Thug),Travis Scott,3,2022,12,2,1682,46,276259178.00,24,90,119,C#,Minor,75,48,53,18,0,18,34
Little Freak,Harry Styles,1,2022,5,20,2302,0,273194684.00,20,3,142,D#,Major,56,40,54,72,0,10,4
Pantysito,Feid,3,2022,3,18,2995,0,273005485.00,49,17,98,G,Minor,83,63,74,14,0,16,6
Low,SZA,1,2022,12,9,1911,0,272377463.00,23,71,145,,Minor,70,34,55,43,0,16,6
Cooped Up (with Roddy Ricch),Post Malone,2,2022,5,12,2942,0,271666301.00,42,28,125,,Major,50,39,78,4,0,11,33
Le,Marlia Mendo,1,2022,12,9,993,4,267789608.00,30,84,130,F#,Major,74,79,87,45,0,30,3
After LIKE,IVE,1,2022,8,22,767,12,265548837.00,20,129,125,,Major,68,80,92,10,0,9,12
Attention,NewJeans,1,2022,8,1,799,12,264717480.00,14,141,105,A#,Minor,81,70,65,24,0,8,4
Bombonzinho - Ao Vivo,Israel & Rodolffo,2,2022,11,3,1254,6,263453310.00,26,69,158,C#,Major,65,72,95,31,0,92,5
Ojos Marrones,Lasso,1,2022,2,6,795,11,263280370.00,26,18,120,G#,Minor,81,72,65,4,0,14,4
Numb Little Bug,Em Beihold,1,2022,1,28,2026,0,258714692.00,47,3,85,G#,Minor,74,61,52,30,0,26,9
When You're Gone,Shawn Mendes,1,2022,3,31,2092,0,255120451.00,75,11,147,F,Major,60,58,69,2,0,58,4
PUFFIN ON ZOOTIEZ,Future,1,2022,4,29,2350,0,254218729.00,28,42,125,G#,Major,88,28,66,6,0,13,31
Vigilante Shit,Taylor Swift,1,2022,10,21,1948,0,253650850.00,12,9,80,E,Minor,80,16,28,17,0,12,39
"Villano Antillano: Bzrp Music Sessions, Vol. 51",Bizarrap,2,2022,6,8,1401,0,248511839.00,26,16,128,C#,Minor,82,42,75,6,0,63,6
2 Be Loved (Am I Ready),Lizzo,1,2022,7,14,3682,6,247689123.00,41,0,156,G,Major,72,92,77,9,0,8,11
Die For You,Joji,1,2022,11,4,1703,0,246390068.00,38,45,148,G#,Major,47,15,52,38,13,29,5
Stay Alive (Prod. SUGA of BTS),Jung Kook,1,2022,2,11,590,5,246376690.00,4,113,130,D,Minor,51,50,76,30,0,10,7
Agosto,Bad Bunny,1,2022,5,6,897,0,246127838.00,6,20,115,C#,Minor,85,72,58,9,0,49,12
"Cay La Noche (feat. Cruz Cafun, Abhir Hathi, Bejo, EL IMA)",Quevedo,7,2022,1,14,1034,1,245400167.00,19,5,174,F,Minor,67,74,75,44,0,7,30
THE SHADE,Rex Orange County,1,2022,3,11,1189,6,244928911.00,17,10,120,F,Major,90,73,51,39,0,9,6
Afraid To Feel,LF System,1,2022,5,2,5898,5,244790012.00,129,55,128,C#,Major,58,68,91,2,0,27,11
Thousand Miles,The Kid Laroi,1,2022,4,22,2050,0,244741137.00,52,9,81,G,Major,38,20,66,9,0,9,8
B.O.T.A. (Baddest Of Them All) - Edit,Interplanetary Criminal,2,2022,6,15,5153,6,244585109.00,102,53,137,,Major,74,71,89,24,61,15,5
Don't You Worry,David Guetta,3,2022,6,16,2442,0,240918092.00,81,4,132,B,Major,82,49,88,20,0,21,3
Plan A,Paulo Londra,1,2022,3,23,1105,0,240661097.00,32,0,174,,Major,58,56,83,5,0,7,4
With you,HA SUNG WOON,2,2022,4,24,343,2,240580042.00,4,35,150,D#,Major,53,14,43,64,0,13,3
Forget Me,Lewis Capaldi,1,2022,9,9,2520,4,239411309.00,93,95,102,C#,Minor,67,72,74,30,0,36,4
Hold My Hand,Lady Gaga,1,2022,5,3,2528,0,238350348.00,63,8,148,G,Major,51,21,63,5,0,41,3
Die Hard,Kendrick Lamar,3,2022,5,13,4627,0,237351106.00,38,13,101,C#,Minor,78,40,74,36,0,17,27
Entre Nosotros (Remix) [con Nicki Nicole],Lit Killah,4,2022,1,5,759,3,236940480.00,32,0,170,F,Minor,70,61,44,40,0,37,4
Qu Ago,Yuridia,2,2022,10,20,660,15,236857112.00,19,59,98,B,Major,73,88,57,56,0,5,2
Keep Driving,Harry Styles,1,2022,5,20,2094,1,236060709.00,8,1,165,A,Major,72,90,48,32,0,18,23
Typa Girl,BLACKPINK,1,2022,9,16,452,10,235549288.00,2,129,132,G,Major,92,53,62,7,0,63,10
Love Of My Life,Harry Styles,1,2022,5,20,1933,0,233671263.00,13,2,118,G,Major,56,20,54,67,0,6,5
SUPERMODEL,Mne,1,2022,5,13,2265,0,231657891.00,93,12,121,G,Major,64,80,88,0,0,12,6
MERCHO,Migrantes,3,2022,12,16,1267,20,231332117.00,41,22,93,F#,Minor,84,96,79,43,0,18,11
FEARLESS,LE SSERAFIM,1,2022,5,2,629,0,229497852.00,18,75,104,G,Major,86,43,62,5,0,13,14
Starlight,Dave,1,2022,3,3,1856,3,229473310.00,29,40,124,G,Major,95,36,37,35,0,10,28
Evergreen (You Didnt Deserve Me A,Omar Apollo,1,2022,4,8,2499,0,227918678.00,70,0,82,A,Major,70,31,34,60,1,11,4
THE LONELIEST,Mne,1,2022,10,7,1585,5,225093344.00,78,65,130,D,Major,52,24,60,0,0,8,3
Marisola - Remix,Duki,5,2022,12,15,1845,16,223582566.00,20,8,95,C#,Major,77,72,87,17,0,7,5
Question...?,Taylor Swift,1,2022,10,21,1608,0,223064273.00,10,3,109,G,Major,75,11,50,20,0,30,17
Eu Gosto Assim - Ao Vivo,Gustavo Mioto,2,2022,9,16,1473,4,222612678.00,27,64,154,,Major,64,61,91,15,0,72,4
KU LO SA - A COLORS SHOW,Oxlade,1,2022,6,10,2019,8,222410722.00,117,72,93,A#,Minor,65,79,66,31,0,22,7
Betty (Get Money),Yung Gravy,1,2022,6,10,2402,0,221752937.00,45,2,102,C#,Major,73,62,75,0,0,34,8
PLAYA DEL INGL,Myke Towers,2,2022,12,15,1701,15,221409663.00,30,15,113,G,Minor,79,66,74,8,0,11,5
Bad Decisions (with BTS & Snoop Dogg),Snoop Dogg,3,2022,8,5,1456,0,219196651.00,53,2,120,,Major,77,94,87,2,0,23,12
Mastermind,Taylor Swift,1,2022,10,21,1936,0,218320587.00,7,5,126,E,Major,66,12,35,55,0,9,14
POP!,Nayeon,1,2022,6,24,571,0,213505179.00,19,21,97,D,Major,80,36,86,4,0,3,5
WORTH NOTHING,Twisted,2,2022,9,28,1612,0,213438580.00,34,54,140,D,Minor,58,17,62,18,0,20,8
El Apag,Bad Bunny,1,2022,5,6,1209,0,212351890.00,9,7,118,G#,Major,63,60,70,5,0,9,31
MANIAC,Stray Kids,1,2022,3,18,651,0,212234990.00,6,188,120,C#,Major,58,71,80,15,0,7,41
That That (prod. & feat. SUGA of BTS),PSY,2,2022,4,29,802,0,212109195.00,16,81,130,E,Major,91,91,96,3,0,3,9
Polaroid Love,ENHYPEN,1,2022,1,10,461,0,211372494.00,10,56,138,G,Minor,74,65,67,46,0,36,4
KICK BACK,Kenshi Yonezu,1,2022,10,12,574,4,210038833.00,38,101,102,C#,Major,58,29,94,0,0,9,11
Sin Se,Ovy On The Drums,2,2022,7,22,1097,2,209106362.00,18,10,118,B,Minor,82,75,85,33,1,11,4
DANA,Mc Pedrinho,2,2022,2,1,911,2,208166039.00,45,0,135,A,Minor,78,55,57,4,0,10,8
The Astronaut,Jin,1,2022,10,28,481,9,203436468.00,10,100,125,F,Major,54,22,76,0,0,14,3
Thought You Should Know,Morgan Wallen,1,2022,5,6,968,4,203221468.00,16,53,140,F#,Major,53,51,70,49,0,14,3
Hati-Hati di Jalan,Tulus,1,2022,3,3,200,2,202677468.00,12,4,72,F#,Major,64,76,44,70,9,12,4
Static,Steve Lacy,1,2022,7,15,1613,0,202452860.00,21,15,79,C#,Major,34,22,31,43,63,10,7
Less Than Zero,The Weeknd,1,2022,1,7,2800,0,200660871.00,18,77,143,,Major,53,50,79,0,0,8,3
Grapejuice,Harry Styles,1,2022,5,20,1986,0,199587884.00,7,1,183,F,Major,65,88,72,36,14,20,3
Limbo,Freddie Dredd,1,2022,8,11,688,0,199386237.00,14,1,75,B,Minor,80,46,62,3,6,11,46
Spin Bout U,Drake,2,2022,11,4,1652,2,198365537.00,26,52,130,G,Major,77,20,70,1,0,16,5
En Paris,El Chachito,2,2022,12,24,406,5,198275403.00,3,31,139,D#,Minor,70,77,48,37,0,12,5
IDGAF (with blackbear),Blackbear,2,2022,3,18,625,0,197643795.00,10,2,98,F,Major,78,83,75,41,0,27,8
Massive,Drake,1,2022,6,17,5263,0,195628667.00,66,89,125,E,Minor,51,5,68,12,2,15,6
Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],Travis Scott,3,2022,12,2,1602,0,195516622.00,12,22,88,G,Minor,49,24,66,19,0,18,29
True Love,Kanye West,2,2022,5,27,2129,0,194902696.00,23,1,84,F,Minor,71,39,86,2,0,51,25
Nail Tech,Jack Harlow,1,2022,2,18,2939,0,193443895.00,42,0,150,E,Minor,65,11,58,0,0,12,9
Pipoco,Melody,3,2022,5,20,1112,4,191873381.00,22,2,135,G#,Major,77,74,74,47,0,34,8
Sticky,Drake,1,2022,6,17,2814,0,191448892.00,38,105,137,A#,Minor,88,8,49,9,0,9,14
Pussy & Millions (feat. Travis Scott),Drake,3,2022,11,4,1930,0,191333656.00,24,8,122,E,Minor,75,45,63,6,0,35,12
In My Head,Lil Tjay,1,2022,4,1,1185,0,190981339.00,21,0,143,C#,Major,68,41,55,16,0,10,12
Potion (with Dua Lipa & Young Thug),Calvin Harris,3,2022,5,27,3983,0,190625045.00,73,45,100,B,Minor,82,76,70,16,0,8,5
Slut Me Out,NLE Choppa,1,2022,4,22,816,4,190490915.00,21,4,121,F#,Minor,94,71,61,12,0,53,42
Talk that Talk,TWICE,1,2022,8,26,615,0,189476119.00,14,77,120,D#,Minor,77,78,91,14,0,33,12
Cinema,Harry Styles,1,2022,5,20,2171,0,189236868.00,18,1,106,A,Minor,83,90,64,35,5,9,4
Vampiro,Matu,3,2022,1,30,540,4,187772591.00,26,3,115,G#,Minor,78,63,64,1,0,7,4
Daydreaming,Harry Styles,1,2022,5,20,1900,1,187703102.00,15,1,114,E,Minor,71,90,81,31,2,13,3
Casei Com a Putaria,MC Ryan SP,3,2022,7,1,648,4,187701588.00,0,0,161,A#,Minor,59,62,60,12,0,5,44
Labyrinth,Taylor Swift,1,2022,10,21,1597,0,187339835.00,6,3,110,,Major,48,15,31,80,22,12,4
Sweet Nothing,Taylor Swift,1,2022,10,21,1747,0,186104310.00,9,6,177,,Major,34,39,16,97,0,12,5
10 Things I Hate About You,Leah Kate,1,2022,3,23,1301,0,185550869.00,23,1,154,G#,Major,54,45,79,1,0,17,5
Prohibidox,Feid,1,2022,9,13,1473,12,185392587.00,25,36,180,C#,Minor,65,52,80,5,0,6,25
GIVENCHY,Duki,1,2022,7,20,625,4,185236961.00,13,18,103,G#,Major,61,38,62,14,0,23,40
Tak Ingin Usai,Keisya Levronka,1,2022,5,13,220,4,184807630.00,16,5,130,,Major,49,14,40,82,0,11,3
TUS LGR,Sech,2,2022,4,1,1308,2,184622518.00,23,16,174,C#,Major,68,45,71,18,0,11,25
Escapism. - Sped Up,RAYE,2,2022,11,25,1368,0,184308753.00,12,1,108,F#,Minor,44,38,77,9,0,9,20
DARARI,Treasure,1,2022,2,15,328,0,182978249.00,10,21,85,,Major,72,55,64,49,0,7,4
Shut up My Moms Calling - (Sped Up),Hotel Ugly,1,2022,9,14,713,7,181831132.00,2,4,85,F,Minor,65,36,47,31,0,12,10
The Great War,Taylor Swift,1,2022,10,21,1274,0,181382590.00,1,6,96,F,Major,57,55,74,22,0,8,4
Tak Segampang Itu,Anggi Marito,1,2022,12,2,213,6,179659294.00,7,6,130,F,Major,51,18,44,76,0,11,3
Si Te La Encuentras Por Ah,Feid,1,2022,8,5,1379,4,179061440.00,23,10,172,G#,Minor,74,46,58,15,0,13,8
Si Quieren Frontear,De La Ghetto,3,2022,3,31,859,0,178512385.00,14,0,82,A#,Major,79,48,84,13,0,21,23
"Would've, Could've, Should've",Taylor Swift,1,2022,10,21,1715,0,177503916.00,4,5,158,G,Major,48,55,84,43,0,15,12
Celestial,Ed Sheeran,1,2022,9,29,1639,0,176474912.00,86,14,123,D,Major,57,50,85,5,0,16,4
sentaDONA (Remix) s2,Lusa Sonza,4,2022,3,17,870,0,176290831.00,32,0,135,D#,Minor,93,77,45,25,0,13,27
Ai Preto,L7nnon,3,2022,6,3,894,4,176103902.00,28,0,130,F#,Major,95,83,57,54,0,10,25
Evoque Prata,DJ Escobar,3,2022,9,9,852,0,174006928.00,14,1,87,G,Major,87,52,52,31,0,28,24
Rich Spirit,Kendrick Lamar,1,2022,5,13,3486,0,173702135.00,20,10,96,A#,Minor,85,41,43,39,0,12,21
ALIEN SUPERSTAR,Beyonc,1,2022,7,29,2688,0,171788484.00,39,47,122,A#,Minor,55,46,64,0,0,17,10
STAYING ALIVE (feat. Drake & Lil Baby),Drake,3,2022,8,5,2107,0,170732845.00,51,1,130,E,Minor,72,18,46,7,0,28,8
Nxde,(G)I-DLE,1,2022,10,17,430,6,170709584.00,14,116,136,E,Minor,73,65,91,4,0,48,18
On BS,Drake,2,2022,11,4,1338,0,170413877.00,9,20,158,A,Major,84,33,36,2,0,39,59
Gatita,Bellakath,1,2022,10,3,1054,0,168684524.00,9,0,101,G,Major,90,76,81,15,24,33,6
En El Radio Un Cochinero,Victor Cibrian,1,2022,5,13,514,0,164856284.00,5,36,154,F#,Minor,70,97,62,47,0,10,4
"Paulo Londra: Bzrp Music Sessions, Vol. 23",Bizarrap,2,2022,4,25,928,0,164163229.00,19,0,96,,Major,61,32,90,25,0,10,9
Blind,SZA,1,2022,12,9,1484,0,163284000.00,22,51,114,A,Minor,46,60,28,91,0,21,4
Die Young (feat. 347aidan),Sleepy hallow,2,2022,5,25,896,0,160845341.00,19,0,77,B,Major,81,68,58,83,0,11,34
Beautiful Girl,Luciano,1,2022,4,22,710,4,160035717.00,16,11,140,B,Minor,84,61,42,31,0,9,9
BABY OTAKU,Fran C,4,2022,8,18,836,0,159240673.00,14,1,102,A,Major,84,43,75,5,0,6,8
Igualito a Mi Ap,Fuerza Regida,2,2022,12,30,265,6,158950978.00,8,84,145,E,Minor,76,80,81,19,0,6,9
RUMBAT,Daddy Yankee,1,2022,3,25,1264,0,157990698.00,20,4,95,D#,Minor,69,90,91,6,0,35,4
Antes de Perderte,Duki,1,2022,6,2,584,8,157136970.00,12,1,110,F,Minor,81,61,93,49,0,12,11
United In Grief,Kendrick Lamar,1,2022,5,13,2575,0,156898322.00,4,5,87,G#,Major,52,32,83,24,0,17,43
Kahani Suno 2.0,Kaifi Khalil,1,2022,5,31,162,6,156777415.00,1,10,140,B,Major,58,26,38,91,0,10,4
Boy's a liar,PinkPantheress,1,2022,11,30,1225,0,156338624.00,27,0,133,F,Major,66,74,84,25,0,21,4
Malas Decisiones,Kenia OS,1,2022,10,26,542,2,156214700.00,23,2,110,G#,Minor,81,64,79,5,0,31,3
MORE,j-hope,1,2022,7,1,565,0,155795783.00,6,52,97,D,Major,78,31,72,1,0,11,4
Open Arms (feat. Travis Scott),SZA,2,2022,12,8,1420,4,155653938.00,13,87,78,A,Major,67,22,59,76,1,15,16
Major Distribution,Drake,2,2022,11,4,1545,0,154863153.00,22,7,131,G#,Minor,91,23,55,1,0,7,32
Malvada,Z Fe,1,2022,1,28,601,0,154119539.00,28,73,135,F,Minor,89,89,86,16,0,8,5
Freaky Deaky,Tyga,2,2022,2,25,1729,0,153240879.00,26,1,104,D,Minor,80,24,65,2,0,9,4
Dua Lipa,Jack Harlow,1,2022,5,6,1992,0,150500965.00,35,0,158,B,Major,83,41,65,0,10,11,8
One Thing At A Time,Morgan Wallen,1,2022,12,2,811,4,148469433.00,11,58,142,G,Major,61,92,91,0,0,26,3
